Route,Route Name,Service Type,Operator,Contract ID,Contract Region,Directions,Variant Count,Minimum Distance (km),Maximum Distance (km),Average Distance (km),Data Generated Date,Source URL
001,Central Railway - Moore Park Bus Station,Regular,Transdev John Holland Buses,GSBC009,GSBC Contract 9,Inbound,2,1.65,2.7,2.18,2026-08-28,https://opendata.transport.nsw.gov.au/data/dataset/5cc1f27a-984e-4d17-a158-c0a91fe5af5f/resource/be8727ce-4127-475e-9d27-b98fe7ddf5fc/download/bus_routes.csv
31,"Camden to Cut Hill Rd, Cobbitty via Coates Park Rd",Regular,Transit Systems NSW SW,GSBC002,GSBC Contract 2,Inbound; Outbound,3,16.51,19.69,17.73,2026-08-28,https://opendata.transport.nsw.gov.au/data/dataset/5cc1f27a-984e-4d17-a158-c0a91fe5af5f/resource/be8727ce-4127-475e-9d27-b98fe7ddf5fc/download/bus_routes.csv
32,Camden to Warragamba via Theresa Park and Werombi,Regular,Transit Systems NSW SW,GSBC002,GSBC Contract 2,Inbound; Outbound,12,21.95,46.74,35.46,2026-08-28,https://opendata.transport.nsw.gov.au/data/dataset/5cc1f27a-984e-4d17-a158-c0a91fe5af5f/resource/be8727ce-4127-475e-9d27-b98fe7ddf5fc/download/bus_routes.csv
38,Camden to Spring Creek and Brownlow Hill (Loop Ser,Regular,Transit Systems NSW SW,GSBC002,GSBC Contract 2,Inbound,3,21.57,41.34,29.16,2026-08-28,https://opendata.transport.nsw.gov.au/data/dataset/5cc1f27a-984e-4d17-a158-c0a91fe5af5f/resource/be8727ce-4127-475e-9d27-b98fe7ddf5fc/download/bus_routes.csv
39,Camden to The Oaks via Mowbray Park and Belimbla P,Regular,Transit Systems NSW SW,GSBC002,GSBC Contract 2,Inbound; Outbound,3,11.45,44.11,33.02,2026-08-28,https://opendata.transport.nsw.gov.au/data/dataset/5cc1f27a-984e-4d17-a158-c0a91fe5af5f/resource/be8727ce-4127-475e-9d27-b98fe7ddf5fc/download/bus_routes.csv
40,Camden to Belimbla Park and Oakdale via The Oaks (,Regular,Transit Systems NSW SW,GSBC002,GSBC Contract 2,Inbound,17,4.53,76.83,42.06,2026-08-28,https://opendata.transport.nsw.gov.au/data/dataset/5cc1f27a-984e-4d17-a158-c0a91fe5af5f/resource/be8727ce-4127-475e-9d27-b98fe7ddf5fc/download/bus_routes.csv
49,Camden to Menangle and Razorback (Loop Service),Regular,Transit Systems NSW SW,GSBC002,GSBC Contract 2,Inbound,7,18.31,54.64,33.96,2026-08-28,https://opendata.transport.nsw.gov.au/data/dataset/5cc1f27a-984e-4d17-a158-c0a91fe5af5f/resource/be8727ce-4127-475e-9d27-b98fe7ddf5fc/download/bus_routes.csv
52,Parramatta to City Hyde Park via Ryde,Express,Busways North West,GSBC007,GSBC Contract 7,Inbound; Outbound,7,9.88,24.87,18.12,2026-08-28,https://opendata.transport.nsw.gov.au/data/dataset/5cc1f27a-984e-4d17-a158-c0a91fe5af5f/resource/be8727ce-4127-475e-9d27-b98fe7ddf5fc/download/bus_routes.csv
80,Liverpool to Parramatta via T-way,Regular,Transit Systems NSW,GSBC003,GSBC Contract 3,Inbound; Outbound,6,6.17,30.71,19.18,2026-08-28,https://opendata.transport.nsw.gov.au/data/dataset/5cc1f27a-984e-4d17-a158-c0a91fe5af5f/resource/be8727ce-4127-475e-9d27-b98fe7ddf5fc/download/bus_routes.csv
100,Taronga Zoo to City QVB (Loop Service),Regular,KD Northern Beaches,GSBC008,GSBC Contract 8,Inbound,4,6.39,20.29,15.79,2026-08-28,https://opendata.transport.nsw.gov.au/data/dataset/5cc1f27a-984e-4d17-a158-c0a91fe5af5f/resource/be8727ce-4127-475e-9d27-b98fe7ddf5fc/download/bus_routes.csv
111,Chowder Bay to South Mosman Wharf,Regular,KD Northern Beaches,GSBC008,GSBC Contract 8,Inbound; Outbound,6,2.51,6.15,4.54,2026-08-28,https://opendata.transport.nsw.gov.au/data/dataset/5cc1f27a-984e-4d17-a158-c0a91fe5af5f/resource/be8727ce-4127-475e-9d27-b98fe7ddf5fc/download/bus_routes.csv
113,Chatwood to RNS Hospital,Regular,Busways North West,GSBC007,GSBC Contract 7,Inbound; Outbound,2,4.55,4.61,4.58,2026-08-28,https://opendata.transport.nsw.gov.au/data/dataset/5cc1f27a-984e-4d17-a158-c0a91fe5af5f/resource/be8727ce-4127-475e-9d27-b98fe7ddf5fc/download/bus_routes.csv
114,Balmoral to Royal North Shore Hospital,Regular,KD Northern Beaches,GSBC008,GSBC Contract 8,Inbound; Outbound,3,7.39,8.07,7.84,2026-08-28,https://opendata.transport.nsw.gov.au/data/dataset/5cc1f27a-984e-4d17-a158-c0a91fe5af5f/resource/be8727ce-4127-475e-9d27-b98fe7ddf5fc/download/bus_routes.csv
115,Chatswood to North Sydney (Loop Service),Regular,Busways North West,GSBC007,GSBC Contract 7,Inbound,1,15.1,15.1,15.1,2026-08-28,https://opendata.transport.nsw.gov.au/data/dataset/5cc1f27a-984e-4d17-a158-c0a91fe5af5f/resource/be8727ce-4127-475e-9d27-b98fe7ddf5fc/download/bus_routes.csv
119,Gore Hill to North Sydney (Loop Service),Regular,Busways North West,GSBC007,GSBC Contract 7,Inbound; Outbound,2,4.26,4.81,4.54,2026-08-28,https://opendata.transport.nsw.gov.au/data/dataset/5cc1f27a-984e-4d17-a158-c0a91fe5af5f/resource/be8727ce-4127-475e-9d27-b98fe7ddf5fc/download/bus_routes.csv
120,Chatswood to City via Freeway (Loop Service),Regular,Busways North West,GSBC007,GSBC Contract 7,Inbound,2,9.43,22.98,16.2,2026-08-28,https://opendata.transport.nsw.gov.au/data/dataset/5cc1f27a-984e-4d17-a158-c0a91fe5af5f/resource/be8727ce-4127-475e-9d27-b98fe7ddf5fc/download/bus_routes.csv
141,Austlink to Manly via Frenchs Forest and Seaforth,Regular,CDC NSW R14,GSBC014,GSBC Contract 14,Inbound; Outbound,2,19.14,19.43,19.29,2026-08-28,https://opendata.transport.nsw.gov.au/data/dataset/5cc1f27a-984e-4d17-a158-c0a91fe5af5f/resource/be8727ce-4127-475e-9d27-b98fe7ddf5fc/download/bus_routes.csv
142,Skyline Shops to Manly Wharf,Regular,CDC NSW R14,GSBC014,GSBC Contract 14,Inbound; Outbound,9,8.56,11.95,10.19,2026-08-28,https://opendata.transport.nsw.gov.au/data/dataset/5cc1f27a-984e-4d17-a158-c0a91fe5af5f/resource/be8727ce-4127-475e-9d27-b98fe7ddf5fc/download/bus_routes.csv
144,Manly to Chatswood via St Leonards,Regular,KD Northern Beaches,GSBC008,GSBC Contract 8,Inbound; Outbound,5,16.42,17.69,16.98,2026-08-28,https://opendata.transport.nsw.gov.au/data/dataset/5cc1f27a-984e-4d17-a158-c0a91fe5af5f/resource/be8727ce-4127-475e-9d27-b98fe7ddf5fc/download/bus_routes.csv
145,Seaforth - Warr Mall,Regular,KD Northern Beaches,GSBC008,GSBC Contract 8,Inbound; Outbound,3,7.16,10.7,8.38,2026-08-28,https://opendata.transport.nsw.gov.au/data/dataset/5cc1f27a-984e-4d17-a158-c0a91fe5af5f/resource/be8727ce-4127-475e-9d27-b98fe7ddf5fc/download/bus_routes.csv
150X,Manly to Milsons Point (Express Service),Express,KD Northern Beaches,GSBC008,GSBC Contract 8,Inbound; Outbound,3,10.39,13.36,12.21,2026-08-28,https://opendata.transport.nsw.gov.au/data/dataset/5cc1f27a-984e-4d17-a158-c0a91fe5af5f/resource/be8727ce-4127-475e-9d27-b98fe7ddf5fc/download/bus_routes.csv
154X,Dee Why to Milsons Point (Express Service),Express,KD Northern Beaches,GSBC008,GSBC Contract 8,Inbound; Outbound,2,16.44,16.82,16.63,2026-08-28,https://opendata.transport.nsw.gov.au/data/dataset/5cc1f27a-984e-4d17-a158-c0a91fe5af5f/resource/be8727ce-4127-475e-9d27-b98fe7ddf5fc/download/bus_routes.csv
155,Bayview Garden Village to Frenchs Forest,Regular,KD Northern Beaches,GSBC008,GSBC Contract 8,Inbound; Outbound,7,4.95,20.19,14.74,2026-08-28,https://opendata.transport.nsw.gov.au/data/dataset/5cc1f27a-984e-4d17-a158-c0a91fe5af5f/resource/be8727ce-4127-475e-9d27-b98fe7ddf5fc/download/bus_routes.csv
156,McCarrs Creek to Mona Vale,Regular,KD Northern Beaches,GSBC008,GSBC Contract 8,Inbound; Outbound,3,7.75,8.51,8.07,2026-08-28,https://opendata.transport.nsw.gov.au/data/dataset/5cc1f27a-984e-4d17-a158-c0a91fe5af5f/resource/be8727ce-4127-475e-9d27-b98fe7ddf5fc/download/bus_routes.csv
160X,Dee Why to Chatswood via Frenchs Forest (Express),Limited Stops,KD Northern Beaches,GSBC008,GSBC Contract 8,Inbound; Outbound,2,14.44,14.7,14.57,2026-08-28,https://opendata.transport.nsw.gov.au/data/dataset/5cc1f27a-984e-4d17-a158-c0a91fe5af5f/resource/be8727ce-4127-475e-9d27-b98fe7ddf5fc/download/bus_routes.csv
161,Manly to North Head (Loop Service),Regular,KD Northern Beaches,GSBC008,GSBC Contract 8,Inbound,2,5.8,8.75,7.27,2026-08-28,https://opendata.transport.nsw.gov.au/data/dataset/5cc1f27a-984e-4d17-a158-c0a91fe5af5f/resource/be8727ce-4127-475e-9d27-b98fe7ddf5fc/download/bus_routes.csv
162,Seaforth to Manly,Regular,KD Northern Beaches,GSBC008,GSBC Contract 8,Inbound; Outbound,6,5.74,9.09,7.51,2026-08-28,https://opendata.transport.nsw.gov.au/data/dataset/5cc1f27a-984e-4d17-a158-c0a91fe5af5f/resource/be8727ce-4127-475e-9d27-b98fe7ddf5fc/download/bus_routes.csv
165X,South Curl Curl to City Wynyard (Express Service),Express,KD Northern Beaches,GSBC008,GSBC Contract 8,Inbound; Outbound,2,19.85,20.19,20.02,2026-08-28,https://opendata.transport.nsw.gov.au/data/dataset/5cc1f27a-984e-4d17-a158-c0a91fe5af5f/resource/be8727ce-4127-475e-9d27-b98fe7ddf5fc/download/bus_routes.csv
166,Frenchs Forest to Manly via Dee Why Beach,Regular,KD Northern Beaches,GSBC008,GSBC Contract 8,Inbound; Outbound,13,6.84,17.96,12.32,2026-08-28,https://opendata.transport.nsw.gov.au/data/dataset/5cc1f27a-984e-4d17-a158-c0a91fe5af5f/resource/be8727ce-4127-475e-9d27-b98fe7ddf5fc/download/bus_routes.csv
167,Warringah Mall to Manly via South Curl Curl,Regular,KD Northern Beaches,GSBC008,GSBC Contract 8,Inbound; Outbound,8,10.3,11.99,10.96,2026-08-28,https://opendata.transport.nsw.gov.au/data/dataset/5cc1f27a-984e-4d17-a158-c0a91fe5af5f/resource/be8727ce-4127-475e-9d27-b98fe7ddf5fc/download/bus_routes.csv
168X,Bvale / N Balg - Wynyard (Express),Express,KD Northern Beaches,GSBC008,GSBC Contract 8,Inbound; Outbound,2,13.92,14.2,14.06,2026-08-28,https://opendata.transport.nsw.gov.au/data/dataset/5cc1f27a-984e-4d17-a158-c0a91fe5af5f/resource/be8727ce-4127-475e-9d27-b98fe7ddf5fc/download/bus_routes.csv
170X,Manly to City Wynyard (Express Service),Express,KD Northern Beaches,GSBC008,GSBC Contract 8,Inbound; Outbound,2,13.87,14.17,14.02,2026-08-28,https://opendata.transport.nsw.gov.au/data/dataset/5cc1f27a-984e-4d17-a158-c0a91fe5af5f/resource/be8727ce-4127-475e-9d27-b98fe7ddf5fc/download/bus_routes.csv
171X,Manly - Wynyard (Express),Express,KD Northern Beaches,GSBC008,GSBC Contract 8,Inbound; Outbound,2,16.69,16.7,16.69,2026-08-28,https://opendata.transport.nsw.gov.au/data/dataset/5cc1f27a-984e-4d17-a158-c0a91fe5af5f/resource/be8727ce-4127-475e-9d27-b98fe7ddf5fc/download/bus_routes.csv
172X,Warringah Mall to City Wynyard via North Balgowlah,Express,KD Northern Beaches,GSBC008,GSBC Contract 8,Inbound; Outbound,11,6.47,21.07,14.87,2026-08-28,https://opendata.transport.nsw.gov.au/data/dataset/5cc1f27a-984e-4d17-a158-c0a91fe5af5f/resource/be8727ce-4127-475e-9d27-b98fe7ddf5fc/download/bus_routes.csv
173X,Warringah Mall to City Wynyard via Balgowlah Shops,Express,KD Northern Beaches,GSBC008,GSBC Contract 8,Inbound; Outbound,5,6.66,17.58,13.91,2026-08-28,https://opendata.transport.nsw.gov.au/data/dataset/5cc1f27a-984e-4d17-a158-c0a91fe5af5f/resource/be8727ce-4127-475e-9d27-b98fe7ddf5fc/download/bus_routes.csv
174X,Narraweena to City Wynyard (Express Service),Express,KD Northern Beaches,GSBC008,GSBC Contract 8,Inbound; Outbound,2,21.04,21.21,21.12,2026-08-28,https://opendata.transport.nsw.gov.au/data/dataset/5cc1f27a-984e-4d17-a158-c0a91fe5af5f/resource/be8727ce-4127-475e-9d27-b98fe7ddf5fc/download/bus_routes.csv
176X,Dee Why to City Wynyard via Nth Curl Curl (Express,Express,KD Northern Beaches,GSBC008,GSBC Contract 8,Inbound; Outbound,2,19.39,19.69,19.54,2026-08-28,https://opendata.transport.nsw.gov.au/data/dataset/5cc1f27a-984e-4d17-a158-c0a91fe5af5f/resource/be8727ce-4127-475e-9d27-b98fe7ddf5fc/download/bus_routes.csv
177,Dee Why to Warringah Mall,Regular,KD Northern Beaches,GSBC008,GSBC Contract 8,Inbound; Outbound,2,4.5,4.84,4.67,2026-08-28,https://opendata.transport.nsw.gov.au/data/dataset/5cc1f27a-984e-4d17-a158-c0a91fe5af5f/resource/be8727ce-4127-475e-9d27-b98fe7ddf5fc/download/bus_routes.csv
177X,Dee Why to City Wynyard via Wingala (Express),Express,KD Northern Beaches,GSBC008,GSBC Contract 8,Inbound; Outbound,2,19.42,19.72,19.57,2026-08-28,https://opendata.transport.nsw.gov.au/data/dataset/5cc1f27a-984e-4d17-a158-c0a91fe5af5f/resource/be8727ce-4127-475e-9d27-b98fe7ddf5fc/download/bus_routes.csv
178,Cromer Heights to Warringah Mall,Regular,KD Northern Beaches,GSBC008,GSBC Contract 8,Inbound; Outbound,5,6.37,9.29,7.9,2026-08-28,https://opendata.transport.nsw.gov.au/data/dataset/5cc1f27a-984e-4d17-a158-c0a91fe5af5f/resource/be8727ce-4127-475e-9d27-b98fe7ddf5fc/download/bus_routes.csv
179,Wheeler Heights to Warringah Mal,Regular,KD Northern Beaches,GSBC008,GSBC Contract 8,Inbound; Outbound,5,7.19,9.97,8.59,2026-08-28,https://opendata.transport.nsw.gov.au/data/dataset/5cc1f27a-984e-4d17-a158-c0a91fe5af5f/resource/be8727ce-4127-475e-9d27-b98fe7ddf5fc/download/bus_routes.csv
180,Collaroy Plateau to Warringah Mall,Regular,KD Northern Beaches,GSBC008,GSBC Contract 8,Inbound; Outbound,2,8.78,9.45,9.12,2026-08-28,https://opendata.transport.nsw.gov.au/data/dataset/5cc1f27a-984e-4d17-a158-c0a91fe5af5f/resource/be8727ce-4127-475e-9d27-b98fe7ddf5fc/download/bus_routes.csv
180X,Collaroy Plateau to City Wynyard (Express Service),Express,KD Northern Beaches,GSBC008,GSBC Contract 8,Inbound; Outbound,2,23.5,24.48,23.99,2026-08-28,https://opendata.transport.nsw.gov.au/data/dataset/5cc1f27a-984e-4d17-a158-c0a91fe5af5f/resource/be8727ce-4127-475e-9d27-b98fe7ddf5fc/download/bus_routes.csv
181X,Narrabeen to City Wynyard (Express Service),Express,KD Northern Beaches,GSBC008,GSBC Contract 8,Inbound; Outbound,2,22.86,23.47,23.17,2026-08-28,https://opendata.transport.nsw.gov.au/data/dataset/5cc1f27a-984e-4d17-a158-c0a91fe5af5f/resource/be8727ce-4127-475e-9d27-b98fe7ddf5fc/download/bus_routes.csv
182,Mona Vale to Narrabeen,Regular,KD Northern Beaches,GSBC008,GSBC Contract 8,Inbound; Outbound,10,2.65,14.24,9.8,2026-08-28,https://opendata.transport.nsw.gov.au/data/dataset/5cc1f27a-984e-4d17-a158-c0a91fe5af5f/resource/be8727ce-4127-475e-9d27-b98fe7ddf5fc/download/bus_routes.csv
185,Mona Vale to Narrabeen via Warriewood Valley,Limited Stops,KD Northern Beaches,GSBC008,GSBC Contract 8,Inbound; Outbound,2,8.41,8.46,8.43,2026-08-28,https://opendata.transport.nsw.gov.au/data/dataset/5cc1f27a-984e-4d17-a158-c0a91fe5af5f/resource/be8727ce-4127-475e-9d27-b98fe7ddf5fc/download/bus_routes.csv
190X,Avalon Beach to City Wynyard (Express Service),Limited Stops,KD Northern Beaches,GSBC008,GSBC Contract 8,Inbound; Outbound,2,35.73,36.13,35.93,2026-08-28,https://opendata.transport.nsw.gov.au/data/dataset/5cc1f27a-984e-4d17-a158-c0a91fe5af5f/resource/be8727ce-4127-475e-9d27-b98fe7ddf5fc/download/bus_routes.csv
191,Avalon Beach to Taylors Point (Loop Service),Regular,KD Northern Beaches,GSBC008,GSBC Contract 8,Inbound,6,5.09,11.31,8.81,2026-08-28,https://opendata.transport.nsw.gov.au/data/dataset/5cc1f27a-984e-4d17-a158-c0a91fe5af5f/resource/be8727ce-4127-475e-9d27-b98fe7ddf5fc/download/bus_routes.csv
192,Avalon Beach to Stokes Point (Loop Service),Regular,KD Northern Beaches,GSBC008,GSBC Contract 8,Inbound,4,6.7,7.35,7.04,2026-08-28,https://opendata.transport.nsw.gov.au/data/dataset/5cc1f27a-984e-4d17-a158-c0a91fe5af5f/resource/be8727ce-4127-475e-9d27-b98fe7ddf5fc/download/bus_routes.csv
193,Warringah Mall to Austlink via Frenchs Forest,Regular,CDC NSW R14,GSBC014,GSBC Contract 14,Inbound; Outbound,2,13.18,13.2,13.19,2026-08-28,https://opendata.transport.nsw.gov.au/data/dataset/5cc1f27a-984e-4d17-a158-c0a91fe5af5f/resource/be8727ce-4127-475e-9d27-b98fe7ddf5fc/download/bus_routes.csv
194,St Ives to City QVB,Regular,CDC NSW R14,GSBC014,GSBC Contract 14,Inbound; Outbound,2,25.42,25.89,25.65,2026-08-28,https://opendata.transport.nsw.gov.au/data/dataset/5cc1f27a-984e-4d17-a158-c0a91fe5af5f/resource/be8727ce-4127-475e-9d27-b98fe7ddf5fc/download/bus_routes.csv
194X,St Ives to City QVB,Regular,CDC NSW R14,GSBC014,GSBC Contract 14,Inbound; Outbound,2,25.79,26.19,25.99,2026-08-28,https://opendata.transport.nsw.gov.au/data/dataset/5cc1f27a-984e-4d17-a158-c0a91fe5af5f/resource/be8727ce-4127-475e-9d27-b98fe7ddf5fc/download/bus_routes.csv
195,Gordon to St Ives Ch (Loop Service),Regular,CDC NSW R14,GSBC014,GSBC Contract 14,Inbound,1,16.25,16.25,16.25,2026-08-28,https://opendata.transport.nsw.gov.au/data/dataset/5cc1f27a-984e-4d17-a158-c0a91fe5af5f/resource/be8727ce-4127-475e-9d27-b98fe7ddf5fc/download/bus_routes.csv
197,Mona Vale to Macquarie University via Gordon,Regular,CDC NSW R14,GSBC014,GSBC Contract 14,Inbound; Outbound,8,10.59,31.3,20.8,2026-08-28,https://opendata.transport.nsw.gov.au/data/dataset/5cc1f27a-984e-4d17-a158-c0a91fe5af5f/resource/be8727ce-4127-475e-9d27-b98fe7ddf5fc/download/bus_routes.csv
199,Palm Beach to Manly via Mona Vale & Dee Why,Regular,KD Northern Beaches,GSBC008,GSBC Contract 8,Inbound; Outbound,11,7.19,34.09,23.98,2026-08-28,https://opendata.transport.nsw.gov.au/data/dataset/5cc1f27a-984e-4d17-a158-c0a91fe5af5f/resource/be8727ce-4127-475e-9d27-b98fe7ddf5fc/download/bus_routes.csv
201,"Cremorne to City (Gresham St, via Freeway)",Regular,KD Northern Beaches,GSBC008,GSBC Contract 8,Inbound; Outbound,2,8.09,8.47,8.28,2026-08-28,https://opendata.transport.nsw.gov.au/data/dataset/5cc1f27a-984e-4d17-a158-c0a91fe5af5f/resource/be8727ce-4127-475e-9d27-b98fe7ddf5fc/download/bus_routes.csv
202,Northbridge to City via North Sydney,Regular,Busways North West,GSBC007,GSBC Contract 7,Inbound; Outbound,7,3.21,9.76,6.82,2026-08-28,https://opendata.transport.nsw.gov.au/data/dataset/5cc1f27a-984e-4d17-a158-c0a91fe5af5f/resource/be8727ce-4127-475e-9d27-b98fe7ddf5fc/download/bus_routes.csv
203,Castlecrag to North Sydney,Regular,Busways North West,GSBC007,GSBC Contract 7,Inbound; Outbound,3,6.07,7.69,7.15,2026-08-28,https://opendata.transport.nsw.gov.au/data/dataset/5cc1f27a-984e-4d17-a158-c0a91fe5af5f/resource/be8727ce-4127-475e-9d27-b98fe7ddf5fc/download/bus_routes.csv
204,Northbridge to City via Freeway,Regular,Busways North West,GSBC007,GSBC Contract 7,Inbound; Outbound,3,5.85,9.37,8.07,2026-08-28,https://opendata.transport.nsw.gov.au/data/dataset/5cc1f27a-984e-4d17-a158-c0a91fe5af5f/resource/be8727ce-4127-475e-9d27-b98fe7ddf5fc/download/bus_routes.csv
205,Willoughby Depot to City via Freeway,Regular,Busways North West,GSBC007,GSBC Contract 7,Inbound; Outbound,2,9.7,10.16,9.93,2026-08-28,https://opendata.transport.nsw.gov.au/data/dataset/5cc1f27a-984e-4d17-a158-c0a91fe5af5f/resource/be8727ce-4127-475e-9d27-b98fe7ddf5fc/download/bus_routes.csv
206,East Lindfield to City via Freeway,Regular,Busways North West,GSBC007,GSBC Contract 7,Inbound; Outbound,3,11.91,14.98,13.81,2026-08-28,https://opendata.transport.nsw.gov.au/data/dataset/5cc1f27a-984e-4d17-a158-c0a91fe5af5f/resource/be8727ce-4127-475e-9d27-b98fe7ddf5fc/download/bus_routes.csv
207,East Lindfield to City via North Sydney,Regular,Busways North West,GSBC007,GSBC Contract 7,Inbound; Outbound,10,5.73,16.71,12.65,2026-08-28,https://opendata.transport.nsw.gov.au/data/dataset/5cc1f27a-984e-4d17-a158-c0a91fe5af5f/resource/be8727ce-4127-475e-9d27-b98fe7ddf5fc/download/bus_routes.csv
208,East Lindfield to City via Northbridge,Regular,Busways North West,GSBC007,GSBC Contract 7,Inbound; Outbound,3,13.95,19.49,17.4,2026-08-28,https://opendata.transport.nsw.gov.au/data/dataset/5cc1f27a-984e-4d17-a158-c0a91fe5af5f/resource/be8727ce-4127-475e-9d27-b98fe7ddf5fc/download/bus_routes.csv
209,East Lindfield to Milsons Point,Regular,Busways North West,GSBC007,GSBC Contract 7,Inbound; Outbound,7,5.34,13.03,9.22,2026-08-28,https://opendata.transport.nsw.gov.au/data/dataset/5cc1f27a-984e-4d17-a158-c0a91fe5af5f/resource/be8727ce-4127-475e-9d27-b98fe7ddf5fc/download/bus_routes.csv
225,Neutral Bay Wharf - Cremorne Wharf,Regular,KD Northern Beaches,GSBC008,GSBC Contract 8,Inbound; Outbound,12,1.33,7.73,3.76,2026-08-28,https://opendata.transport.nsw.gov.au/data/dataset/5cc1f27a-984e-4d17-a158-c0a91fe5af5f/resource/be8727ce-4127-475e-9d27-b98fe7ddf5fc/download/bus_routes.csv
228,Clifton Gardens to Milsons Point,Regular,KD Northern Beaches,GSBC008,GSBC Contract 8,Inbound; Outbound,2,2.98,3.1,3.04,2026-08-28,https://opendata.transport.nsw.gov.au/data/dataset/5cc1f27a-984e-4d17-a158-c0a91fe5af5f/resource/be8727ce-4127-475e-9d27-b98fe7ddf5fc/download/bus_routes.csv
229,Beauty Point to Milsons Point via Balmoral Heights,Regular,KD Northern Beaches,GSBC008,GSBC Contract 8,Inbound; Outbound,4,0.92,9.24,6.68,2026-08-28,https://opendata.transport.nsw.gov.au/data/dataset/5cc1f27a-984e-4d17-a158-c0a91fe5af5f/resource/be8727ce-4127-475e-9d27-b98fe7ddf5fc/download/bus_routes.csv
230,Mosman Bay Wharf to Milsons Point via North Sydney,Regular,KD Northern Beaches,GSBC008,GSBC Contract 8,Inbound; Outbound,8,2.43,8.74,6.96,2026-08-28,https://opendata.transport.nsw.gov.au/data/dataset/5cc1f27a-984e-4d17-a158-c0a91fe5af5f/resource/be8727ce-4127-475e-9d27-b98fe7ddf5fc/download/bus_routes.csv
238,Balmoral - Taronga Zoo Wharf,Regular,KD Northern Beaches,GSBC008,GSBC Contract 8,Inbound; Outbound,3,1.17,6.22,4.12,2026-08-28,https://opendata.transport.nsw.gov.au/data/dataset/5cc1f27a-984e-4d17-a158-c0a91fe5af5f/resource/be8727ce-4127-475e-9d27-b98fe7ddf5fc/download/bus_routes.csv
243,Spit Jct to Neutral Bay and City via Nth Cremorne,Regular,KD Northern Beaches,GSBC008,GSBC Contract 8,Inbound; Outbound,4,3.41,8.98,6.24,2026-08-28,https://opendata.transport.nsw.gov.au/data/dataset/5cc1f27a-984e-4d17-a158-c0a91fe5af5f/resource/be8727ce-4127-475e-9d27-b98fe7ddf5fc/download/bus_routes.csv
246,Balmoral Heights to City Wynyard,Regular,KD Northern Beaches,GSBC008,GSBC Contract 8,Inbound; Outbound,2,9.37,10.2,9.78,2026-08-28,https://opendata.transport.nsw.gov.au/data/dataset/5cc1f27a-984e-4d17-a158-c0a91fe5af5f/resource/be8727ce-4127-475e-9d27-b98fe7ddf5fc/download/bus_routes.csv
249,Beauty Point to City Wynyard,Regular,KD Northern Beaches,GSBC008,GSBC Contract 8,Inbound; Outbound,3,8.99,10.2,9.58,2026-08-28,https://opendata.transport.nsw.gov.au/data/dataset/5cc1f27a-984e-4d17-a158-c0a91fe5af5f/resource/be8727ce-4127-475e-9d27-b98fe7ddf5fc/download/bus_routes.csv
251,Lane Cove West to City via Freeway,Regular,Busways North West,GSBC007,GSBC Contract 7,Inbound; Outbound,2,12.02,12.18,12.1,2026-08-28,https://opendata.transport.nsw.gov.au/data/dataset/5cc1f27a-984e-4d17-a158-c0a91fe5af5f/resource/be8727ce-4127-475e-9d27-b98fe7ddf5fc/download/bus_routes.csv
252,Gladesville to North Sydney via Lane Cove,Regular,Busways North West,GSBC007,GSBC Contract 7,Inbound; Outbound,2,13.23,13.49,13.36,2026-08-28,https://opendata.transport.nsw.gov.au/data/dataset/5cc1f27a-984e-4d17-a158-c0a91fe5af5f/resource/be8727ce-4127-475e-9d27-b98fe7ddf5fc/download/bus_routes.csv
253,Riverview to City via Freeway,Regular,Busways North West,GSBC007,GSBC Contract 7,Inbound; Outbound,2,14.68,15.2,14.94,2026-08-28,https://opendata.transport.nsw.gov.au/data/dataset/5cc1f27a-984e-4d17-a158-c0a91fe5af5f/resource/be8727ce-4127-475e-9d27-b98fe7ddf5fc/download/bus_routes.csv
254,Riverview to McMahons Point,Regular,Busways North West,GSBC007,GSBC Contract 7,Inbound; Outbound,13,1.32,20.65,10.99,2026-08-28,https://opendata.transport.nsw.gov.au/data/dataset/5cc1f27a-984e-4d17-a158-c0a91fe5af5f/resource/be8727ce-4127-475e-9d27-b98fe7ddf5fc/download/bus_routes.csv
255,Beaconsfield Rd to Chatswood,Regular,Busways North West,GSBC007,GSBC Contract 7,Inbound; Outbound,2,3.25,3.3,3.28,2026-08-28,https://opendata.transport.nsw.gov.au/data/dataset/5cc1f27a-984e-4d17-a158-c0a91fe5af5f/resource/be8727ce-4127-475e-9d27-b98fe7ddf5fc/download/bus_routes.csv
256,Chatswood West to Chatswood,Regular,Busways North West,GSBC007,GSBC Contract 7,Inbound,4,3.35,7.17,5.19,2026-08-28,https://opendata.transport.nsw.gov.au/data/dataset/5cc1f27a-984e-4d17-a158-c0a91fe5af5f/resource/be8727ce-4127-475e-9d27-b98fe7ddf5fc/download/bus_routes.csv
258,"Chatswood to Mars Rd, Lane Cove West",Regular,Busways North West,GSBC007,GSBC Contract 7,Inbound; Outbound,2,5.58,6.89,6.23,2026-08-28,https://opendata.transport.nsw.gov.au/data/dataset/5cc1f27a-984e-4d17-a158-c0a91fe5af5f/resource/be8727ce-4127-475e-9d27-b98fe7ddf5fc/download/bus_routes.csv
